u, y, t
178,2966,16537
166,2721,16542
149,2475,16547
129,2226,16552
106,2025,16557
80,1791,16562
53,1572,16567
24,1365,16572
-5,1183,16577
-35,1034,16582
-63,926,16587
-90,865,16592
-115,845,16598
-137,861,16603
-156,915,16608
-171,1008,16613
-182,1136,16618
-189,1292,16623
-191,1475,16628
-189,1682,16633
-182,1910,16638
-170,2095,16643
-155,2349,16648
-135,2603,16653
-112,2850,16658
-87,3081,16663
-59,3299,16668
-30,3508,16673
0,3693,16678
0,3838,16683
0,4015,16688
0,4193,16693
0,4361,16698
0,4530,16703
0,4690,16708
0,4844,16713
0,4993,16718
0,5131,16723
0,5239,16728
0,5378,16733
0,5512,16738
0,5640,16743
0,5764,16748
0,5884,16753
0,5996,16758
0,6111,16763
0,6197,16768
0,6304,16773
0,6409,16778
0,6507,16783
0,6605,16788
0,6696,16793
0,6779,16798
0,6858,16803
0,6927,16808
0,6976,16813
0,7033,16818
0,7089,16823
0,7141,16828
0,7188,16833
0,7233,16838
0,7273,16843
0,7312,16848
0,7347,16854
0,7378,16859
0,7407,16864
0,7435,16869
0,7456,16874
0,7477,16879
0,7492,16884
0,7505,16889
0,7515,16894
0,7520,16899
0,7521,16904
0,7521,16909
0,7520,16914
0,7520,16919
0,7520,16924
0,7520,16929
0,7520,16934
0,7520,16939
0,7520,16944
0,7520,16949
0,7520,16954
0,7520,16959
0,7520,16964
0,7520,16969
0,7520,16974
0,7520,16979
0,7520,16984
0,7520,16989
0,7520,16994
0,7520,16999
0,7520,17004
0,7520,17009
0,7520,17014
0,7520,17019
0,7520,17024
0,7520,17029
0,7520,17034
0,7520,17039
0,7520,17044
0,7520,17049
0,7520,17054
0,7520,17059
0,7520,17064
0,7520,17069
0,7520,17074
0,7520,17079
0,7520,17084
0,7520,17089
0,7520,17094
0,7520,17099
0,7520,17104
0,7520,17110
0,7520,17115
0,7520,17120
0,7520,17125
0,7520,17130
0,7520,17135
0,7520,17140
0,7520,17145
0,7520,17150
0,7520,17155
0,7520,17160
0,7520,17165
0,7520,17170
0,7520,17175
0,7520,17180
85,7515,17185
86,7484,17190
88,7444,17195
89,7378,17200
90,7296,17205
92,7201,17210
93,7095,17215
94,6982,17220
95,6862,17225
97,6744,17230
98,6621,17235
99,6517,17240
101,6382,17245
102,6237,17250
103,6088,17255
105,5934,17260
106,5782,17265
107,5628,17270
108,5467,17275
110,5334,17280
111,5168,17285
112,4999,17290
114,4830,17295
115,4656,17300
116,4480,17305
118,4308,17310
119,4117,17315
120,3930,17320
121,3783,17325
123,3593,17330
124,3398,17335
125,3201,17340
127,3004,17345
128,2802,17350
129,2601,17355
131,2400,17360
132,2191,17366
133,1983,17371
134,1766,17376
136,1548,17381
137,1322,17386
138,1094,17391
140,878,17396
141,663,17401
142,438,17406
144,251,17411
145,34,17416
146,-195,17421
147,-436,17426
149,-672,17431
-255,-896,17436
-255,-1038,17441
-255,-1105,17446
-255,-1103,17451
-255,-1039,17456
-255,-914,17461
-255,-733,17466
-255,-512,17471
-255,-253,17476
-255,24,17481
-255,326,17486
-255,612,17491
-255,827,17496
-255,1095,17501
-255,1116,17506
-255,1239,17511
-255,1142,17516
-255,1003,17521
-255,952,17526
-255,671,17531
0,581,17536
0,427,17541
0,268,17546
0,397,17551
0,484,17556
0,636,17561
0,840,17566
0,1085,17571
0,1341,17576
0,1579,17581
0,1880,17586
0,2154,17591
0,2441,17596
0,2736,17601
0,3024,17606
0,3321,17611
0,3619,17616
0,3904,17622
0,4193,17627
0,4482,17632
0,4771,17637
0,5052,17642
0,5328,17647
0,5601,17652
0,5864,17657
0,6124,17662
0,6332,17667
0,6596,17672
0,6850,17677
0,7090,17682
0,7335,17687
0,7569,17692
0,7797,17697
0,8025,17702
0,8203,17707
0,8427,17712
0,8641,17717
0,8851,17722
0,9016,17727
0,9213,17732
0,9410,17737
0,9603,17742
0,9790,17747
0,9937,17752
0,10117,17757
0,10290,17762
0,10461,17767
0,10630,17772
0,10795,17777
0,10947,17782
0,11092,17787
0,11205,17792
0,11342,17797
0,11482,17802
0,11613,17807
0,11743,17812
0,11867,17817
0,11988,17822
0,12100,17827
0,12210,17832
0,12298,17837
0,12403,17842
0,12506,17847
0,12607,17852
0,12700,17857
0,12793,17862
0,12881,17867
0,12961,17872
0,13035,17878
0,13101,17883
0,13157,17888
0,13209,17893
0,13257,17898
0,13302,17903
0,13343,17908
0,13381,17913
0,13413,17918
0,13437,17923
0,13464,17928
0,13488,17933
0,13509,17938
0,13523,17943
0,13539,17948
0,13548,17953
0,13551,17958
0,13551,17963
0,13548,17968
0,13544,17973
0,13541,17978
0,13541,17983
0,13541,17988
0,13541,17993
0,13541,17998
0,13541,18003
0,13541,18008
0,13541,18013
0,13541,18018
0,13541,18023
0,13541,18028
0,13541,18033
85,13534,18038
86,13502,18043
88,13462,18048
89,13394,18053
90,13310,18058
92,13215,18063
93,13113,18068
94,13005,18073
95,12893,18078
97,12773,18083
98,12647,18088
99,12540,18093
101,12401,18098
102,12253,18103
103,12104,18108
105,11952,18113
106,11796,18118
107,11630,18123
108,11467,18128
110,11300,18134
111,11123,18139
112,10950,18144
114,10779,18149
115,10607,18154
116,10429,18159
118,10244,18164
119,10064,18169
120,9876,18174
121,9728,18179
123,9535,18184
124,9336,18189
125,9141,18194
127,8942,18199
128,8743,18204
129,8542,18209
131,8336,18214
132,8168,18219
133,7957,18224
134,7744,18229
136,7530,18234
137,7303,18239
138,7082,18244
140,6862,18249
141,6640,18254
142,6415,18259
144,6227,18264
145,5991,18269
146,5769,18274
147,5538,18279
149,5304,18284
-255,5088,18289
-255,4955,18294
-255,4889,18299
-255,4893,18304
-255,4959,18309
-255,5084,18314
-255,5260,18319
-255,5477,18324
-255,5738,18329
-255,6027,18334
-255,6316,18339
-255,6593,18344
-255,6824,18349
-255,7086,18354
-255,7211,18359
-255,7338,18364
-255,7209,18369
-255,7046,18374
-255,6938,18379
-255,6777,18384
0,6598,18390
0,6478,18395
0,6438,18400
0,6504,18405
0,6696,18410
0,6750,18415
0,6998,18420
0,7237,18425
0,7495,18430
0,7713,18435
0,7990,18440
0,8288,18445
0,8589,18450
0,8889,18455
0,9190,18460
0,9488,18465
0,9781,18470
0,10014,18475
0,10306,18480
0,10587,18485
0,10879,18490
0,11154,18495
0,11429,18500
0,11698,18505
0,11960,18510
0,12221,18515
0,12418,18520
0,12670,18525
0,12921,18530
0,13167,18535
0,13402,18540
0,13630,18545
0,13862,18550
0,14085,18555
0,14258,18560
0,14469,18565
0,14678,18570
0,14890,18575
0,15092,18580
0,15284,18585
0,15476,18590
0,15661,18595
0,15847,18600
0,15991,18605
0,16169,18610
0,16341,18615
0,16511,18620
0,16677,18625
0,16840,18630
0,17003,18635
0,17158,18640
0,17302,18646
0,17434,18651
0,17565,18656
0,17690,18661
0,17813,18666
0,17931,18671
0,18048,18676
0,18159,18681
0,18267,18686
0,18349,18691
0,18446,18696
0,18541,18701
0,18634,18706
0,18721,18711
0,18808,18716
0,18891,18721
0,18968,18726
0,19028,18731
0,19102,18736
0,19170,18741
0,19230,18746
0,19283,18751
0,19331,18756
0,19369,18761
0,19399,18766
0,19422,18771
0,19433,18776
0,19443,18781
0,19448,18786
0,19449,18791
0,19449,18796
0,19449,18801
0,19449,18806
0,19449,18811
0,19449,18816
0,19449,18821
0,19449,18826
0,19449,18831
0,19449,18836
0,19449,18841
0,19449,18846
0,19449,18851
0,19449,18856
0,19449,18861
0,19449,18866
0,19449,18871
0,19449,18876
0,19449,18881
0,19449,18886
-85,19456,18891
-86,19484,18896
-88,19534,18902
-89,19604,18907
-90,19686,18912
-92,19782,18917
-93,19889,18922
-94,20007,18927
-95,20134,18932
-97,20262,18937
-98,20395,18942
-99,20507,18947
-101,20655,18952
-102,20806,18957
-103,20964,18962
-105,21125,18967
-106,21288,18972
-107,21439,18977
-108,21603,18982
-110,21739,18987
-111,21901,18992
-112,22080,18997
-114,22255,19002
-115,22431,19007
-116,22619,19012
-118,22810,19017
-119,22999,19022
-120,23196,19027
-121,23333,19032
-123,23526,19037
-124,23719,19042
-125,23914,19047
-127,24124,19052
-128,24329,19057
-129,24539,19062
-131,24751,19067
-132,24923,19072
-133,25145,19077
-134,25352,19082
-136,25566,19087
-137,25790,19092
-138,26012,19097
-140,26231,19102
-141,26455,19107
-142,26688,19112
-144,26878,19117
-145,27121,19122
-146,27353,19127
-147,27589,19132
-149,27835,19137
255,28057,19142
255,28198,19147
255,28271,19152
255,28271,19158
255,28203,19163
255,28073,19168
255,27900,19173
255,27681,19178
255,27429,19183
255,27154,19188
255,26876,19193
255,26598,19198
255,26382,19203
255,26097,19208
255,25829,19213
255,25589,19218
255,25321,19223
255,25055,19228
255,24886,19233
255,24667,19238
0,24521,19243
0,24311,19248
0,24050,19253
0,23799,19258
0,23549,19263
0,23269,19268
0,22989,19273
0,22699,19278
0,22417,19283
0,22178,19288
0,21894,19293
0,21601,19298
0,21318,19303
0,21030,19308
0,20752,19313
0,20460,19318
0,20175,19323
0,19957,19328
0,19686,19333
0,19412,19338
0,19143,19343
0,18890,19348
0,18638,19353
0,18389,19358
0,18145,19363
0,17908,19368
0,17726,19373
0,17498,19378
0,17261,19383
0,17038,19388
0,16821,19393
0,16613,19398
0,16408,19403
0,16198,19408
0,15999,19414
0,15805,19419
0,15616,19424
0,15419,19429
0,15232,19434
0,15058,19439
0,14886,19444
0,14719,19449
0,14557,19454
0,14427,19459
0,14267,19464
0,14113,19469
0,13966,19474
0,13820,19479
0,13679,19484
0,13545,19489
0,13409,19494
0,13301,19499
0,13171,19504
0,13050,19509
0,12937,19514
0,12828,19519
0,12724,19524
0,12626,19529
0,12527,19534
0,12431,19539
0,12358,19544
0,12266,19549
0,12180,19554
0,12101,19559
0,12025,19564
0,11953,19569
0,11887,19574
0,11824,19579
0,11775,19584
0,11714,19589
0,11657,19594
0,11606,19599
0,11556,19604
0,11509,19609
0,11462,19614
0,11419,19619
0,11380,19624
0,11351,19629
0,11319,19634
0,11290,19639
0,11262,19644
0,11239,19649
0,11220,19654
0,11207,19659
0,11203,19664
0,11203,19670
0,11203,19675
0,11203,19680
0,11203,19685
0,11203,19690
0,11203,19695
0,11203,19700
0,11203,19705
0,11203,19710
0,11203,19715
0,11203,19720
0,11203,19725
0,11203,19730
0,11203,19735

